subject_id,rt,pair,target_index,t,is_predictable,subject_condition
43,536,2,4,21,1,1
43,516,4,7,21,0,1
43,499,4,8,21,1,1
43,483,2,3,22,0,1
43,527,1,1,23,0,1
43,558,1,2,23,1,1
43,515,4,7,22,0,1
43,660,4,8,22,1,1
43,502,3,5,22,0,1
43,476,3,6,22,1,1
43,518,1,1,24,0,1
43,502,1,2,24,1,1
43,751,1,1,25,0,1
43,520,1,2,25,1,1
43,486,2,3,23,0,1
43,655,2,4,23,1,1
43,481,4,7,23,0,1
43,465,4,8,23,1,1
43,514,3,5,23,0,1
43,442,3,6,23,1,1
43,661,3,5,24,0,1
43,552,3,6,24,1,1
43,517,2,3,24,0,1
43,590,2,4,24,1,1
43,466,1,1,26,0,1
43,443,1,2,26,1,1
43,445,4,7,24,0,1
43,464,4,8,24,1,1
43,610,3,5,25,0,1
43,438,3,6,25,1,1
43,424,2,3,25,0,1
43,555,2,4,25,1,1
43,482,1,1,27,0,1
43,419,1,2,27,1,1
43,421,4,7,25,0,1
43,456,4,8,25,1,1
43,522,3,5,26,0,1
43,481,3,6,26,1,1
43,481,1,1,28,0,1
43,531,1,2,28,1,1
43,426,2,3,26,0,1
43,445,2,4,26,1,1
43,455,4,7,26,0,1
43,464,4,8,26,1,1
43,473,3,5,27,0,1
43,604,3,6,27,1,1
43,455,1,1,29,0,1
43,434,1,2,29,1,1
43,452,2,3,27,0,1
43,541,2,4,27,1,1
43,436,4,7,27,0,1
43,518,4,8,27,1,1
43,566,3,5,28,0,1
43,503,3,6,28,1,1
43,548,4,7,28,0,1
43,482,4,8,28,1,1
43,435,1,1,30,0,1
43,654,1,2,30,1,1
43,606,2,3,28,0,1
43,602,2,4,28,1,1
43,407,4,7,29,0,1
43,603,4,8,29,1,1
43,503,3,5,29,0,1
43,453,3,6,29,1,1
43,481,2,3,29,0,1
43,488,2,4,29,1,1
43,537,1,1,31,0,1
43,560,1,2,31,1,1
43,551,1,1,32,0,1
43,492,1,2,32,1,1
43,525,4,7,30,0,1
43,491,4,8,30,1,1
43,531,3,5,30,0,1
43,459,3,6,30,1,1
43,547,2,3,30,0,1
43,523,2,4,30,1,1
43,545,2,3,31,0,1
43,464,2,4,31,1,1
43,458,1,1,33,0,1
43,644,1,2,33,1,1
43,502,3,6,31,1,1
43,559,4,7,31,0,1
43,525,4,8,31,1,1
43,714,3,5,32,0,1
43,417,3,6,32,1,1
43,508,4,7,32,0,1
43,453,4,8,32,1,1
43,478,1,1,34,0,1
43,497,1,2,34,1,1
43,497,2,3,32,0,1
43,425,2,4,32,1,1
43,530,2,3,33,0,1
43,490,2,4,33,1,1
43,491,1,1,35,0,1
43,475,1,2,35,1,1
43,1093,3,5,33,0,1
43,477,3,6,33,1,1
43,471,4,7,33,0,1
43,496,4,8,33,1,1
43,480,1,1,36,0,1
43,385,1,2,36,1,1
43,488,4,7,34,0,1
43,496,4,8,34,1,1
43,456,3,5,34,0,1
43,432,3,6,34,1,1
43,549,1,1,37,0,1
43,435,1,2,37,1,1
43,446,2,3,34,0,1
43,485,3,6,35,1,1
43,421,1,1,38,0,1
43,536,1,2,38,1,1
43,1607,2,3,35,0,1
43,563,2,4,35,1,1
43,729,4,7,35,0,1
43,503,4,8,35,1,1
43,622,2,3,36,0,1
43,530,2,4,36,1,1
43,505,4,7,36,0,1
43,449,4,8,36,1,1
43,491,1,1,39,0,1
43,452,1,2,39,1,1
43,518,3,5,36,0,1
43,533,3,6,36,1,1
43,435,2,3,37,0,1
43,518,2,4,37,1,1
43,485,1,1,40,0,1
43,422,1,2,40,1,1
43,497,4,7,37,0,1
43,434,4,8,37,1,1
43,437,3,5,37,0,1
43,475,1,1,41,0,1
43,509,1,2,41,1,1
43,453,2,3,38,0,1
43,607,2,4,38,1,1
43,460,4,7,38,0,1
43,445,4,8,38,1,1
43,455,3,5,38,0,1
43,416,3,6,38,1,1
43,483,1,1,42,0,1
43,460,1,2,42,1,1
43,518,3,5,39,0,1
43,405,3,6,39,1,1
43,611,2,4,39,1,1
43,511,4,7,39,0,1
43,471,4,8,39,1,1
43,417,3,5,40,0,1
43,436,3,6,40,1,1
43,470,1,1,43,0,1
43,462,1,2,43,1,1
43,489,2,3,40,0,1
43,553,2,4,40,1,1
43,504,4,7,40,0,1
43,441,4,8,40,1,1
43,675,2,3,41,0,1
43,594,2,4,41,1,1
43,520,3,5,41,0,1
43,550,3,6,41,1,1
43,508,4,7,41,0,1
43,436,4,8,41,1,1
43,456,1,1,44,0,1
43,394,1,2,44,1,1
43,425,1,2,45,1,1
43,478,4,7,42,0,1
43,495,4,8,42,1,1
43,422,3,5,42,0,1
43,403,3,6,42,1,1
43,431,2,3,42,0,1
43,577,2,4,42,1,1
43,653,1,1,46,0,1
43,583,1,2,46,1,1
43,508,4,7,43,0,1
43,477,4,8,43,1,1
43,484,2,4,43,1,1
43,468,3,6,43,1,1
43,429,2,3,44,0,1
43,513,2,4,44,1,1
43,479,4,7,44,0,1
43,481,4,8,44,1,1
43,467,1,1,47,0,1
43,476,1,2,47,1,1
43,542,3,5,44,0,1
43,436,3,6,44,1,1
43,519,3,5,45,0,1
43,455,3,6,45,1,1
43,536,2,3,45,0,1
43,518,4,7,45,0,1
43,471,4,8,45,1,1
43,479,1,1,48,0,1
43,464,1,2,48,1,1
43,426,2,3,46,0,1
43,565,2,4,45,1,1
43,468,3,5,46,0,1
43,468,3,6,46,1,1
43,509,2,3,47,0,1
43,525,2,4,46,1,1
43,523,3,5,47,0,1
43,482,3,6,47,1,1
43,467,4,7,46,0,1
43,502,4,8,46,1,1
43,445,1,1,49,0,1
43,472,1,2,49,1,1
43,489,1,1,50,0,1
43,546,1,2,50,1,1
43,544,3,5,48,0,1
43,447,3,6,48,1,1
43,449,2,3,48,0,1
43,555,2,4,47,1,1
43,425,4,7,47,0,1
43,460,4,8,47,1,1
43,542,3,5,49,0,1
43,437,3,6,49,1,1
43,592,1,1,51,0,1
43,461,1,2,51,1,1
43,447,4,7,48,0,1
43,449,4,8,48,1,1
43,530,2,3,49,0,1
43,619,2,4,48,1,1
43,436,2,3,50,0,1
43,535,2,4,49,1,1
43,470,1,1,52,0,1
43,551,1,2,52,1,1
43,645,4,7,49,0,1
43,431,4,8,49,1,1
43,443,3,5,50,0,1
43,443,3,6,50,1,1
43,518,3,5,51,0,1
43,454,3,6,51,1,1
43,515,2,4,50,1,1
43,459,1,1,53,0,1
43,514,4,7,50,0,1
43,482,4,8,50,1,1
43,539,2,3,52,0,1
43,482,2,4,51,1,1
43,468,3,5,52,0,1
43,389,3,6,52,1,1
43,473,1,1,54,0,1
43,424,1,2,54,1,1
43,412,4,7,51,0,1
43,528,4,8,51,1,1
43,478,2,3,53,0,1
43,496,2,4,52,1,1
43,640,4,7,52,0,1
43,483,4,8,52,1,1
43,509,3,6,53,1,1
43,485,1,1,55,0,1
43,397,1,2,55,1,1
43,555,4,7,53,0,1
43,472,4,8,53,1,1
43,515,1,2,56,1,1
43,524,2,4,53,1,1
43,523,3,5,54,0,1
43,611,3,6,54,1,1
43,663,2,3,55,0,1
43,480,2,4,54,1,1
43,465,4,7,54,0,1
43,523,4,8,54,1,1
43,923,3,5,55,0,1
43,442,3,6,55,1,1
43,413,1,1,57,0,1
43,584,1,2,57,1,1
43,517,2,3,56,0,1
43,565,2,4,55,1,1
43,426,4,7,55,0,1
43,477,4,8,55,1,1
43,438,3,5,56,0,1
43,433,3,6,56,1,1
43,458,1,1,58,0,1
43,557,1,2,58,1,1
43,499,1,1,59,0,1
43,467,1,2,59,1,1
43,453,4,7,56,0,1
43,628,3,5,57,0,1
43,442,3,6,57,1,1
43,443,4,7,57,0,1
43,436,4,8,56,1,1
43,429,1,1,60,0,1
43,480,1,2,60,1,1
43,465,3,5,58,0,1
43,410,3,6,58,1,1
43,382,2,3,58,0,1
43,579,2,4,57,1,1
43,467,4,8,57,1,1
43,507,1,1,61,0,1
43,555,1,2,61,1,1
43,392,2,3,59,0,1
43,505,1,1,62,0,1
43,625,1,2,62,1,1
43,469,3,5,59,0,1
43,551,3,6,59,1,1
43,444,4,7,59,0,1
43,470,4,8,58,1,1
43,448,2,3,60,0,1
43,554,2,4,59,1,1
43,575,3,5,60,0,1
43,461,3,6,60,1,1
43,471,4,7,60,0,1
43,432,4,8,59,1,1
43,451,1,1,63,0,1
43,502,1,2,63,1,1
43,509,4,7,61,0,1
43,582,1,1,64,0,1
43,522,1,2,64,1,1
43,521,2,3,61,0,1
43,536,2,4,60,1,1
43,447,3,5,61,0,1
43,466,3,6,61,1,1
43,476,1,1,65,0,1
43,492,1,2,65,1,1
43,516,2,3,62,0,1
43,676,2,4,61,1,1
43,461,4,7,62,0,1
43,438,4,8,61,1,1
43,505,3,5,62,0,1
43,457,3,6,62,1,1
43,531,4,7,63,0,1
43,451,4,8,62,1,1
43,451,1,1,66,0,1
43,462,1,2,66,1,1
43,570,2,4,62,1,1
43,494,3,5,63,0,1
43,416,3,6,63,1,1
43,514,2,3,64,0,1
43,514,2,4,63,1,1
43,443,1,1,67,0,1
43,493,1,2,67,1,1
43,525,4,7,64,0,1
43,539,4,8,63,1,1
43,501,1,1,68,0,1
43,517,1,2,68,1,1
43,413,2,3,65,0,1
43,576,2,4,64,1,1
43,580,3,5,65,0,1
43,481,3,6,65,1,1
43,452,4,7,65,0,1
43,420,4,8,64,1,1
43,472,3,5,66,0,1
43,393,3,6,66,1,1
43,503,2,3,66,0,1
43,581,2,4,65,1,1
43,467,1,1,69,0,1
43,549,1,2,69,1,1
43,667,4,7,66,0,1
43,468,4,8,65,1,1
43,533,2,4,66,1,1
43,508,1,1,70,0,1
43,484,1,2,70,1,1
43,461,4,7,67,0,1
43,502,4,8,66,1,1
43,519,3,5,67,0,1
43,462,3,6,67,1,1
43,601,4,7,68,0,1
43,492,4,8,67,1,1
43,506,2,3,68,0,1
43,524,3,5,68,0,1
43,554,4,7,69,0,1
43,513,4,8,68,1,1
43,520,1,1,71,0,1
43,472,1,2,71,1,1
43,552,2,3,69,0,1
43,494,2,4,67,1,1
43,463,4,7,70,0,1
43,384,4,8,69,1,1
43,448,1,1,72,0,1
43,437,1,2,72,1,1
43,361,2,3,70,0,1
43,759,2,4,68,1,1
43,749,3,6,69,1,1
43,587,2,3,71,0,1
43,578,3,5,70,0,1
43,503,3,6,70,1,1
43,464,1,1,73,0,1
43,438,1,2,73,1,1
43,492,4,7,71,0,1
43,597,4,8,70,1,1
43,576,2,3,72,0,1
43,516,1,1,74,0,1
43,507,1,2,74,1,1
43,547,4,7,72,0,1
43,441,4,8,71,1,1
43,411,3,5,71,0,1
43,423,3,6,71,1,1
43,454,2,3,73,0,1
43,588,2,4,71,1,1
43,440,4,7,73,0,1
43,468,4,8,72,1,1
43,411,1,1,75,0,1
43,528,1,2,75,1,1
43,447,3,5,72,0,1
43,409,3,6,72,1,1
43,478,1,1,76,0,1
43,480,4,7,74,0,1
43,441,4,8,73,1,1
43,852,3,5,73,0,1
43,420,3,6,73,1,1
43,496,2,3,74,0,1
43,456,2,4,72,1,1
43,547,3,5,74,0,1
43,482,1,1,77,0,1
43,451,1,2,77,1,1
43,429,4,7,75,0,1
43,425,4,8,74,1,1
43,723,2,3,75,0,1
43,506,2,4,73,1,1
43,475,1,1,78,0,1
43,436,1,2,78,1,1
43,415,3,5,75,0,1
43,427,3,6,75,1,1
43,413,2,3,76,0,1
43,584,2,4,74,1,1
43,516,4,7,76,0,1
43,485,4,8,75,1,1
43,413,3,5,76,0,1
43,432,3,6,76,1,1
43,676,1,1,79,0,1
43,402,1,2,79,1,1
43,384,2,3,77,0,1
43,572,2,4,75,1,1
43,466,4,7,77,0,1
43,508,4,8,76,1,1
43,475,3,5,77,0,1
43,444,3,6,77,1,1
43,502,1,1,80,0,1
43,527,1,2,80,1,1
43,452,2,3,78,0,1
43,487,2,4,76,1,1
43,470,4,7,78,0,1
43,503,4,8,77,1,1
43,472,1,1,81,0,1
43,410,1,2,81,1,1
43,390,2,3,79,0,1
43,457,2,4,77,1,1
43,419,4,7,79,0,1
43,478,4,8,78,1,1
43,504,3,5,78,0,1
43,552,1,2,82,1,1
43,502,2,3,80,0,1
43,548,2,4,78,1,1
43,503,2,3,81,0,1
43,662,2,4,79,1,1
43,424,3,5,79,0,1
43,508,3,6,79,1,1
43,443,4,7,80,0,1
43,470,4,8,79,1,1
43,495,1,1,83,0,1
43,504,1,2,83,1,1
43,422,4,8,80,1,1
43,440,2,3,82,0,1
43,677,3,5,80,0,1
43,535,3,6,80,1,1
43,493,1,1,84,0,1
43,498,1,2,84,1,1
43,541,1,1,85,0,1
43,458,1,2,85,1,1
43,429,2,3,83,0,1
43,551,2,4,81,1,1
43,541,3,5,81,0,1
43,445,3,6,81,1,1
43,446,4,7,82,0,1
43,448,4,8,81,1,1
43,611,4,7,83,0,1
43,463,4,8,82,1,1
43,592,1,1,86,0,1
43,509,1,2,86,1,1
43,452,3,5,82,0,1
43,430,3,6,82,1,1
43,458,2,3,84,0,1
43,491,2,4,82,1,1
43,500,2,3,85,0,1
43,747,2,4,83,1,1
43,515,4,7,84,0,1
43,459,4,8,83,1,1
43,411,3,5,83,0,1
43,406,3,6,83,1,1
43,551,1,1,88,0,1
43,397,1,2,88,1,1
43,481,3,5,84,0,1
43,443,3,6,84,1,1
43,533,4,7,85,0,1
43,420,4,8,84,1,1
43,522,2,4,84,1,1
43,625,1,1,89,0,1
43,483,1,2,89,1,1
43,523,2,3,87,0,1
43,483,4,7,86,0,1
43,556,4,8,85,1,1
43,762,3,5,85,0,1
43,576,3,5,86,0,1
43,429,3,6,86,1,1
43,608,2,3,88,0,1
43,580,2,4,86,1,1
43,448,4,7,87,0,1
43,514,4,8,86,1,1
43,513,1,1,90,0,1
43,416,1,2,90,1,1
43,724,1,1,91,0,1
43,427,1,2,91,1,1
43,495,2,3,89,0,1
43,607,2,4,87,1,1
43,482,4,7,88,0,1
43,515,4,8,87,1,1
43,907,3,5,87,0,1
43,459,3,6,87,1,1
43,454,2,3,90,0,1
43,671,2,4,88,1,1
43,504,1,1,92,0,1
43,752,1,2,92,1,1
43,463,4,7,89,0,1
43,465,4,8,88,1,1
43,402,3,5,88,0,1
43,431,3,6,88,1,1
43,458,1,1,93,0,1
43,475,1,2,93,1,1
43,475,2,3,91,0,1
43,468,2,4,89,1,1
43,414,4,7,90,0,1
43,426,4,8,89,1,1
43,461,3,5,89,0,1
43,563,2,4,90,1,1
69,1678,1,1,1,0,3
69,2803,1,2,1,1,3
69,1155,2,3,1,0,3
69,900,2,4,1,1,3
69,1326,3,5,1,0,3
69,1189,3,6,1,1,3
69,1430,4,7,1,0,3
69,1167,4,8,1,1,3
69,1362,5,10,1,1,3
69,1429,6,12,1,1,3
69,1213,7,13,1,0,3
69,1569,7,14,1,1,3
69,1322,8,15,1,0,3
69,1287,8,16,1,1,3
69,1216,8,15,2,0,3
69,1264,8,16,2,1,3
69,1686,6,11,2,0,3
69,1104,6,12,2,1,3
69,1207,5,9,2,0,3
69,1231,5,10,2,1,3
69,1352,3,5,2,0,3
69,1497,3,6,2,1,3
69,2990,7,13,2,0,3
69,1203,7,14,2,1,3
69,1260,1,1,2,0,3
69,1321,1,2,2,1,3
69,1255,4,7,2,0,3
69,1335,4,8,2,1,3
69,1354,2,3,2,0,3
69,1229,2,4,2,1,3
69,1344,4,7,3,0,3
69,1286,4,8,3,1,3
69,1370,1,1,3,0,3
69,1471,2,3,3,0,3
69,1116,2,4,3,1,3
69,2096,7,13,3,0,3
69,1082,7,14,3,1,3
69,1234,8,15,3,0,3
69,1363,3,5,3,0,3
69,1268,3,6,3,1,3
69,1607,5,9,3,0,3
69,1391,5,10,3,1,3
69,1446,6,11,3,0,3
69,1364,6,12,3,1,3
69,1804,8,15,4,0,3
69,1208,8,16,4,1,3
69,1321,5,9,4,0,3
69,1366,5,10,4,1,3
69,1245,4,7,4,0,3
69,1234,4,8,4,1,3
69,1344,3,5,4,0,3
69,1237,3,6,4,1,3
69,1283,2,3,4,0,3
69,1129,2,4,4,1,3
69,2486,1,1,4,0,3
69,1435,1,2,4,1,3
69,1391,6,11,4,0,3
69,1397,6,12,4,1,3
69,1465,7,13,4,0,3
69,1444,7,14,4,1,3
69,1393,3,5,5,0,3
69,1329,3,6,5,1,3
69,1651,1,1,5,0,3
69,1420,1,2,5,1,3
69,1747,7,13,5,0,3
69,1435,7,14,5,1,3
69,1454,4,7,5,0,3
69,1328,4,8,5,1,3
69,1843,5,9,5,0,3
69,1393,6,11,5,0,3
69,1551,6,12,5,1,3
69,1388,2,3,5,0,3
69,1394,2,4,5,1,3
69,1487,8,15,6,0,3
69,2527,8,16,6,1,3
69,1158,4,7,6,0,3
69,1191,4,8,6,1,3
69,1371,6,11,6,0,3
69,1329,6,12,6,1,3
69,1920,5,9,6,0,3
69,1339,5,10,6,1,3
69,1412,2,3,6,0,3
69,1297,2,4,6,1,3
69,2089,1,1,6,0,3
69,1395,1,2,6,1,3
69,1478,3,5,6,0,3
69,1322,3,6,6,1,3
69,1172,2,3,7,0,3
69,935,2,4,7,1,3
69,2042,1,1,7,0,3
69,1654,1,2,7,1,3
69,1004,4,7,7,0,3
69,1254,4,8,7,1,3
69,1056,3,5,7,0,3
69,1201,3,6,7,1,3
69,1725,6,11,7,0,3
69,1335,6,12,7,1,3
69,1461,5,9,7,0,3
69,2579,7,13,6,0,3
69,1224,7,14,6,1,3
69,1365,8,15,7,0,3
69,1570,8,16,7,1,3
69,1323,6,11,8,0,3
69,1298,6,12,8,1,3
69,1549,1,2,8,1,3
69,2642,7,13,7,0,3
69,1279,7,14,7,1,3
69,1507,8,15,8,0,3
69,1569,8,16,8,1,3
69,1438,4,7,8,0,3
69,1287,4,8,8,1,3
69,1270,2,3,8,0,3
69,972,2,4,8,1,3
69,1581,3,5,8,0,3
69,1277,3,6,8,1,3
69,2365,7,13,8,0,3
69,1190,7,14,8,1,3
69,1202,2,3,9,0,3
69,892,2,4,9,1,3
69,1304,4,7,9,0,3
69,1146,4,8,9,1,3
69,1891,1,1,9,0,3
69,1324,1,2,9,1,3
69,1030,3,5,9,0,3
69,1181,3,6,9,1,3
69,1311,6,11,9,0,3
69,1220,6,12,9,1,3
69,2443,5,9,9,0,3
69,1590,6,11,10,0,3
69,1828,6,12,10,1,3
69,1271,2,3,10,0,3
69,890,2,4,10,1,3
69,1743,1,1,10,0,3
69,1484,1,2,10,1,3
69,1381,7,13,9,0,3
69,1302,7,14,9,1,3
69,1846,3,5,10,0,3
69,1113,3,6,10,1,3
69,1593,5,9,10,0,3
69,3037,4,7,10,0,3
69,1061,4,8,10,1,3
69,2323,8,15,9,0,3
69,1274,8,16,9,1,3
69,1271,6,11,11,0,3
69,1935,6,12,11,1,3
69,1311,1,1,11,0,3
69,1257,1,2,11,1,3
69,1439,3,5,11,0,3
69,1081,3,6,11,1,3
69,1371,7,13,10,0,3
69,1155,7,14,10,1,3
69,1234,2,3,11,0,3
69,1004,2,4,11,1,3
69,1470,4,7,11,0,3
69,1122,4,8,11,1,3
69,2273,8,15,10,0,3
69,1224,8,16,10,1,3
69,1215,5,9,11,0,3
69,1611,3,5,12,0,3
69,1049,3,6,12,1,3
69,1347,7,13,11,0,3
69,1206,7,14,11,1,3
69,1173,6,11,12,0,3
69,1423,6,12,12,1,3
69,1508,1,1,12,0,3
69,1325,1,2,12,1,3
69,916,4,7,12,0,3
69,1244,4,8,12,1,3
69,2578,8,15,11,0,3
69,1230,8,16,11,1,3
69,1139,5,9,12,0,3
69,3055,5,10,12,1,3
69,1421,4,7,13,0,3
69,1117,4,8,13,1,3
69,1067,3,5,13,0,3
69,965,3,6,13,1,3
69,1051,2,3,12,0,3
69,955,2,4,12,1,3
69,2094,5,9,13,0,3
69,2474,5,10,13,1,3
69,1094,8,15,12,0,3
69,1341,8,16,12,1,3
69,1427,7,13,12,0,3
69,1161,7,14,12,1,3
69,1198,1,1,13,0,3
69,1227,1,2,13,1,3
69,1169,6,11,13,0,3
69,1272,6,12,13,1,3
69,1489,3,5,14,0,3
69,1339,3,6,14,1,3
69,1770,8,15,13,0,3
69,1204,8,16,13,1,3
69,1261,6,11,14,0,3
69,1513,6,12,14,1,3
69,1082,2,3,13,0,3
69,1065,2,4,13,1,3
69,1310,4,7,14,0,3
69,1199,4,8,14,1,3
69,1636,7,13,13,0,3
69,1220,7,14,13,1,3
69,1199,1,1,14,0,3
69,1207,1,2,14,1,3
69,1667,3,5,15,0,3
69,1057,3,6,15,1,3
69,1471,4,7,15,0,3
69,1203,4,8,15,1,3
69,1208,6,11,15,0,3
69,1189,6,12,15,1,3
69,1668,8,15,14,0,3
69,1193,8,16,14,1,3
69,1344,2,3,14,0,3
69,1365,2,4,14,1,3
69,2082,7,13,14,0,3
69,1132,7,14,14,1,3
69,1071,1,1,15,0,3
69,1769,1,2,15,1,3
69,1940,8,15,15,0,3
69,1252,8,16,15,1,3
69,1409,1,1,16,0,3
69,1494,1,2,16,1,3
69,1291,6,11,16,0,3
69,1346,6,12,16,1,3
69,1458,4,7,16,0,3
69,1280,4,8,16,1,3
69,1207,3,5,16,0,3
69,1142,3,6,16,1,3
69,1322,7,13,15,0,3
69,1164,7,14,15,1,3
69,1117,2,3,15,0,3
69,999,2,4,15,1,3
69,2405,5,9,16,0,3
69,1946,5,10,16,1,3
69,2172,5,9,17,0,3
69,1513,5,10,17,1,3
69,1598,6,11,17,0,3
69,1307,6,12,17,1,3
69,1154,2,3,16,0,3
69,1372,2,4,16,1,3
69,1369,7,13,16,0,3
69,1216,7,14,16,1,3
69,1640,8,15,16,0,3
69,1336,8,16,16,1,3
69,1109,3,5,17,0,3
69,1669,3,6,17,1,3
69,2229,1,1,17,0,3
69,1320,1,2,17,1,3
69,1575,4,7,17,0,3
69,1503,4,8,17,1,3
69,2039,5,9,18,0,3
69,1420,5,10,18,1,3
69,1608,4,7,18,0,3
69,1086,4,8,18,1,3
69,1301,6,11,18,0,3
69,1415,6,12,18,1,3
69,2652,1,1,18,0,3
69,1730,1,2,18,1,3
69,1904,2,3,17,0,3
69,1326,2,4,17,1,3
69,1883,7,13,17,0,3
69,1276,7,14,17,1,3
69,1679,3,5,18,0,3
69,1679,8,15,17,0,3
69,973,8,16,17,1,3
69,1162,7,13,18,0,3
69,919,7,14,18,1,3
69,1492,2,3,18,0,3
69,694,2,4,18,1,3
69,1770,1,1,19,0,3
69,1105,1,2,19,1,3
69,777,4,7,19,0,3
69,872,4,8,19,1,3
69,1037,6,11,19,0,3
69,974,6,12,19,1,3
69,1270,3,5,19,0,3
69,807,3,6,18,1,3
69,1211,5,9,19,0,3
69,1055,5,10,19,1,3
69,1206,4,7,20,0,3
69,820,4,8,20,1,3
69,1210,5,9,20,0,3
69,1018,5,10,20,1,3
69,892,2,3,19,0,3
69,638,2,4,19,1,3
69,1217,7,13,19,0,3
69,937,7,14,19,1,3
69,936,8,15,18,0,3
69,1058,8,16,18,1,3
69,1112,6,11,20,0,3
69,970,6,12,20,1,3
69,1017,1,1,20,0,3
69,1065,1,2,20,1,3
69,864,3,5,20,0,3
69,883,3,6,19,1,3
69,1398,1,1,21,0,3
69,1569,1,2,21,1,3
69,781,2,3,20,0,3
69,705,2,4,20,1,3
69,835,4,7,21,0,3
69,809,4,8,21,1,3
69,820,3,5,21,0,3
69,838,3,6,20,1,3
69,852,8,16,19,1,3
69,928,5,9,21,0,3
69,855,5,10,21,1,3
69,909,6,11,21,0,3
69,917,6,12,21,1,3
69,783,7,13,20,0,3
69,880,7,14,20,1,3
