subject_id,subject_condition,t,rt,pair_id,target_id,is_predictable
53,2,11,896,4,2,1
53,2,11,557,2,11,0
53,2,11,896,2,12,1
53,2,11,838,3,7,0
53,2,11,848,3,8,1
53,2,11,919,0,3,0
53,2,11,499,0,4,1
53,2,10,541,1,9,0
53,2,10,860,1,10,1
53,2,11,543,5,5,0
53,2,11,576,5,6,1
53,2,12,548,4,1,0
53,2,12,881,4,2,1
53,2,12,581,3,7,0
53,2,12,580,3,8,1
53,2,12,523,2,11,0
53,2,12,562,2,12,1
53,2,12,955,5,5,0
53,2,12,899,5,6,1
53,2,11,541,1,9,0
53,2,11,507,1,10,1
53,2,12,526,0,3,0
53,2,12,834,0,4,1
53,2,13,512,4,1,0
53,2,13,614,4,2,1
53,2,13,564,5,5,0
53,2,13,523,5,6,1
53,2,13,593,0,3,0
53,2,13,506,0,4,1
53,2,13,589,2,11,0
53,2,13,597,2,12,1
53,2,13,521,3,7,0
53,2,13,497,3,8,1
53,2,12,526,1,9,0
53,2,12,538,1,10,1
53,2,14,1309,4,1,0
53,2,14,523,4,2,1
53,2,14,562,3,7,0
53,2,14,599,3,8,1
53,2,14,567,2,11,0
53,2,14,929,2,12,1
53,2,14,553,5,5,0
53,2,14,547,5,6,1
53,2,14,624,0,3,0
53,2,15,1153,2,11,0
53,2,15,866,2,12,1
53,2,15,554,0,3,0
53,2,14,570,0,4,1
53,2,15,1494,3,7,0
53,2,15,577,3,8,1
53,2,15,610,5,5,0
53,2,15,625,5,6,1
53,2,15,521,4,1,0
53,2,15,613,4,2,1
53,2,13,993,1,9,0
53,2,13,540,1,10,1
53,2,16,576,4,1,0
53,2,16,626,4,2,1
53,2,16,626,5,5,0
53,2,16,695,5,6,1
53,2,16,608,2,11,0
53,2,16,581,2,12,1
53,2,16,622,3,7,0
53,2,16,613,3,8,1
53,2,16,561,0,3,0
53,2,15,618,0,4,1
53,2,14,546,1,9,0
53,2,14,622,1,10,1
53,2,15,531,1,9,0
53,2,15,527,1,10,1
53,2,17,659,3,7,0
53,2,17,649,3,8,1
53,2,17,583,0,3,0
53,2,16,630,0,4,1
53,2,17,561,5,5,0
53,2,17,608,5,6,1
53,2,17,624,2,11,0
53,2,17,510,2,12,1
53,2,17,594,4,1,0
53,2,17,541,4,2,1
53,2,18,609,4,1,0
53,2,18,693,4,2,1
53,2,18,653,2,11,0
53,2,18,649,2,12,1
53,2,18,577,0,3,0
53,2,17,693,0,4,1
53,2,16,638,1,9,0
53,2,16,586,1,10,1
53,2,18,536,5,5,0
53,2,18,578,5,6,1
53,2,18,564,3,7,0
53,2,18,588,3,8,1
53,2,17,1028,1,9,0
53,2,17,919,1,10,1
53,2,19,534,2,11,0
53,2,19,618,2,12,1
53,2,19,533,4,1,0
53,2,19,540,4,2,1
53,2,19,558,5,5,0
53,2,19,590,5,6,1
53,2,19,1624,0,3,0
53,2,18,642,0,4,1
53,2,19,1393,3,7,0
53,2,19,593,3,8,1
53,2,18,1496,1,9,0
53,2,18,1287,1,10,1
53,2,20,1211,4,1,0
53,2,20,607,4,2,1
53,2,20,637,2,11,0
53,2,20,609,2,12,1
53,2,20,711,0,3,0
53,2,19,1478,0,4,1
53,2,20,704,5,5,0
53,2,20,808,5,6,1
53,2,20,624,3,7,0
53,2,20,559,3,8,1
53,2,19,622,1,9,0
53,2,19,607,1,10,1
53,2,21,556,2,11,0
53,2,21,527,2,12,1
53,2,21,574,5,5,0
53,2,21,755,5,6,1
53,2,21,845,3,7,0
53,2,21,522,3,8,1
53,2,21,626,0,3,0
53,2,20,578,0,4,1
53,2,21,521,4,1,0
53,2,21,606,4,2,1
53,2,20,559,1,9,0
53,2,20,524,1,10,1
53,2,22,527,0,3,0
53,2,21,585,0,4,1
53,2,22,491,4,1,0
53,2,22,555,4,2,1
53,2,22,821,5,5,0
53,2,22,619,3,7,0
53,2,22,533,3,8,1
53,2,23,527,4,1,0
53,2,23,557,4,2,1
53,2,22,1579,2,11,0
53,2,22,569,2,12,1
53,2,23,854,0,3,0
53,2,22,580,0,4,1
53,2,23,527,5,5,0
53,2,22,540,5,6,1
53,2,21,577,1,9,0
53,2,21,450,1,10,1
53,2,24,492,0,3,0
53,2,23,509,0,4,1
53,2,23,574,2,11,0
53,2,23,557,2,12,1
53,2,24,510,4,1,0
53,2,24,559,4,2,1
53,2,22,475,1,9,0
53,2,22,493,1,10,1
53,2,24,525,5,5,0
53,2,23,557,5,6,1
53,2,23,527,3,7,0
53,2,23,552,3,8,1
53,2,25,607,4,1,0
53,2,25,509,4,2,1
53,2,25,626,5,5,0
53,2,24,920,5,6,1
53,2,23,596,1,9,0
53,2,23,575,1,10,1
53,2,25,553,0,3,0
53,2,24,493,0,4,1
53,2,24,590,3,7,0
53,2,24,510,3,8,1
53,2,24,508,2,11,0
53,2,24,487,2,12,1
53,2,25,558,2,11,0
53,2,25,578,2,12,1
53,2,26,592,0,3,0
53,2,25,475,0,4,1
53,2,26,591,5,5,0
53,2,25,595,5,6,1
53,2,24,490,1,9,0
53,2,24,437,1,10,1
53,2,25,547,3,7,0
53,2,25,520,3,8,1
53,2,26,561,4,1,0
53,2,26,521,4,2,1
53,2,27,1252,4,1,0
53,2,27,1066,4,2,1
53,2,26,625,2,11,0
53,2,26,919,2,12,1
53,2,26,568,3,7,0
53,2,26,567,3,8,1
53,2,25,560,1,9,0
53,2,25,569,1,10,1
53,2,27,555,5,5,0
53,2,26,522,5,6,1
53,2,27,541,0,3,0
53,2,26,491,0,4,1
53,2,28,655,0,3,0
53,2,27,541,0,4,1
53,2,28,507,4,1,0
53,2,28,840,4,2,1
53,2,27,580,3,7,0
53,2,27,624,3,8,1
53,2,27,489,2,11,0
53,2,27,558,2,12,1
53,2,26,513,1,9,0
53,2,26,917,1,10,1
53,2,28,532,5,5,0
53,2,27,571,5,6,1
53,2,28,632,2,11,0
53,2,28,585,2,12,1
53,2,29,522,4,1,0
53,2,29,643,4,2,1
53,2,29,587,0,3,0
53,2,28,593,0,4,1
53,2,28,607,3,7,0
53,2,28,628,3,8,1
53,2,29,637,5,5,0
53,2,28,622,5,6,1
53,2,27,571,1,9,0
53,2,27,524,1,10,1
53,2,29,607,3,7,0
53,2,29,511,3,8,1
53,2,28,573,1,9,0
53,2,28,606,1,10,1
53,2,30,662,5,5,0
53,2,29,604,5,6,1
53,2,30,1688,0,3,0
53,2,29,542,0,4,1
53,2,30,529,4,1,0
53,2,30,787,4,2,1
53,2,29,678,2,11,0
53,2,29,623,2,12,1
53,2,30,573,3,7,0
53,2,30,560,3,8,1
53,2,31,774,3,7,0
53,2,31,529,3,8,1
53,2,31,556,5,5,0
53,2,30,492,5,6,1
53,2,31,525,4,1,0
53,2,31,786,4,2,1
53,2,31,499,0,3,0
53,2,30,492,0,4,1
53,2,29,560,1,9,0
53,2,29,490,1,10,1
53,2,30,607,2,11,0
53,2,30,539,2,12,1
53,2,32,569,4,1,0
53,2,32,507,4,2,1
53,2,32,522,3,7,0
53,2,32,473,3,8,1
53,2,31,510,2,11,0
53,2,31,538,2,12,1
53,2,30,491,1,9,0
53,2,30,459,1,10,1
53,2,32,490,0,3,0
53,2,31,507,0,4,1
53,2,32,968,5,5,0
53,2,31,532,5,6,1
53,2,31,522,1,9,0
53,2,31,540,1,10,1
53,2,33,494,4,1,0
53,2,33,536,4,2,1
53,2,33,556,3,7,0
53,2,33,579,3,8,1
53,2,33,521,0,3,0
53,2,32,492,0,4,1
53,2,33,883,5,5,0
53,2,32,683,5,6,1
53,2,32,570,2,11,0
53,2,32,591,2,12,1
53,2,34,555,0,3,0
53,2,33,521,0,4,1
53,2,33,493,2,11,0
53,2,33,556,2,12,1
53,2,32,492,1,9,0
53,2,32,538,1,10,1
53,2,34,578,4,1,0
53,2,34,515,4,2,1
53,2,34,549,3,7,0
53,2,34,542,3,8,1
53,2,34,540,5,5,0
53,2,33,537,5,6,1
53,2,33,609,1,9,0
53,2,33,672,1,10,1
53,2,35,588,3,7,0
53,2,35,577,3,8,1
53,2,35,554,4,1,0
53,2,35,559,4,2,1
53,2,34,521,2,11,0
53,2,34,606,2,12,1
53,2,35,690,5,5,0
53,2,34,570,5,6,1
53,2,35,476,0,3,0
53,2,34,506,0,4,1
53,2,36,591,5,5,0
53,2,35,587,5,6,1
53,2,34,1573,1,9,0
53,2,34,547,1,10,1
53,2,36,949,0,3,0
53,2,35,531,0,4,1
53,2,35,523,2,11,0
53,2,35,541,2,12,1
53,2,36,557,3,7,0
53,2,36,539,3,8,1
53,2,36,523,4,1,0
53,2,36,507,4,2,1
53,2,37,608,4,1,0
53,2,37,486,4,2,1
53,2,37,523,0,3,0
53,2,36,507,0,4,1
53,2,37,622,5,5,0
53,2,36,455,5,6,1
53,2,36,490,2,11,0
53,2,36,456,2,12,1
53,2,37,456,3,7,0
53,2,37,477,3,8,1
53,2,35,571,1,9,0
53,2,35,575,1,10,1
53,2,38,512,5,5,0
53,2,37,518,5,6,1
53,2,36,472,1,9,0
53,2,36,488,1,10,1
53,2,37,557,2,11,0
53,2,37,687,2,12,1
53,2,38,1259,4,1,0
53,2,38,538,4,2,1
53,2,38,524,0,3,0
53,2,37,527,0,4,1
53,2,38,642,3,7,0
53,2,38,538,3,8,1
53,2,39,588,3,7,0
53,2,39,572,3,8,1
53,2,39,610,0,3,0
53,2,38,523,0,4,1
53,2,38,605,2,11,0
53,2,38,590,2,12,1
53,2,39,623,4,1,0
53,2,39,501,4,2,1
53,2,39,574,2,11,0
53,2,39,1287,2,12,1
53,2,40,564,3,7,0
53,2,40,1369,3,8,1
53,2,39,561,5,5,0
53,2,38,1338,5,6,1
53,2,37,1881,1,9,0
53,2,37,801,1,10,1
53,2,40,860,0,3,0
53,2,39,792,0,4,1
53,2,40,809,4,1,0
53,2,40,743,4,2,1
53,2,41,2509,0,3,0
53,2,40,1445,0,4,1
53,2,41,528,3,7,0
53,2,41,493,3,8,1
53,2,40,1261,2,11,0
53,2,40,1367,2,12,1
53,2,38,1002,1,9,0
53,2,38,529,1,10,1
53,2,40,828,5,5,0
53,2,39,438,5,6,1
53,2,41,802,2,11,0
53,2,41,547,2,12,1
53,2,41,770,4,1,0
53,2,41,986,4,2,1
53,2,39,1739,1,9,0
53,2,39,557,1,10,1
53,2,42,1130,0,3,0
53,2,41,490,0,4,1
53,2,42,488,3,7,0
53,2,42,489,3,8,1
53,2,41,592,5,5,0
53,2,40,539,5,6,1
53,2,42,527,5,5,0
53,2,41,521,5,6,1
53,2,42,1290,2,11,0
53,2,42,485,2,12,1
53,2,42,574,4,1,0
53,2,42,886,4,2,1
53,2,40,563,1,9,0
53,2,40,490,1,10,1
53,2,43,463,3,7,0
53,2,43,1359,3,8,1
53,2,43,564,0,3,0
53,2,42,544,0,4,1
53,2,44,566,0,3,0
53,2,43,549,0,4,1
53,2,44,609,3,7,0
53,2,44,558,3,8,1
53,2,43,605,4,1,0
53,2,43,556,4,2,1
53,2,41,559,1,9,0
53,2,41,593,1,10,1
53,2,43,688,2,11,0
53,2,43,620,2,12,1
53,2,43,522,5,5,0
53,2,42,559,5,6,1
53,2,45,1240,0,3,0
53,2,44,656,0,4,1
53,2,44,588,5,5,0
53,2,43,1072,5,6,1
53,2,45,544,3,7,0
53,2,45,503,3,8,1
53,2,44,585,2,11,0
53,2,44,597,2,12,1
53,2,42,487,1,9,0
53,2,42,561,1,10,1
53,2,44,509,4,1,0
53,2,44,562,4,2,1
53,2,46,478,3,7,0
53,2,46,1356,3,8,1
53,2,45,595,5,5,0
53,2,44,585,5,6,1
53,2,43,489,1,9,0
53,2,43,499,1,10,1
53,2,46,1052,0,3,0
53,2,45,573,0,4,1
53,2,45,592,4,1,0
53,2,45,1478,4,2,1
53,2,45,574,2,11,0
53,2,45,582,2,12,1
53,2,44,979,1,9,0
53,2,44,912,1,10,1
53,2,46,2221,4,1,0
53,2,46,878,4,2,1
53,2,46,523,2,11,0
53,2,46,886,2,12,1
53,2,46,910,5,5,0
53,2,45,549,5,6,1
53,2,47,904,3,7,0
53,2,47,855,3,8,1
53,2,47,675,0,3,0
53,2,46,548,0,4,1
53,2,47,531,5,5,0
53,2,46,621,5,6,1
53,2,47,1008,4,1,0
53,2,47,835,4,2,1
53,2,48,646,0,3,0
53,2,47,609,0,4,1
53,2,45,572,1,9,0
53,2,45,587,1,10,1
53,2,47,996,2,11,0
53,2,47,884,2,12,1
53,2,48,608,3,7,0
53,2,48,529,3,8,1
53,2,49,605,3,7,0
53,2,49,596,3,8,1
53,2,48,591,2,11,0
53,2,48,585,2,12,1
53,2,48,522,4,1,0
53,2,48,572,4,2,1
53,2,46,604,1,9,0
53,2,46,610,1,10,1
53,2,48,579,5,5,0
53,2,47,544,5,6,1
53,2,49,585,0,3,0
53,2,48,609,0,4,1
53,2,49,658,5,5,0
53,2,48,590,5,6,1
53,2,47,678,1,9,0
53,2,47,2190,1,10,1
53,2,50,2978,0,3,0
53,2,49,555,0,4,1
53,2,49,581,4,1,0
53,2,49,591,4,2,1
53,2,50,665,3,7,0
53,2,50,562,3,8,1
53,2,49,564,2,11,0
53,2,49,603,2,12,1
53,2,51,540,3,7,0
53,2,51,521,3,8,1
53,2,50,488,4,1,0
53,2,50,529,4,2,1
53,2,50,554,2,11,0
53,2,50,505,2,12,1
53,2,51,864,0,3,0
53,2,50,455,0,4,1
53,2,50,520,5,5,0
53,2,49,558,5,6,1
53,2,48,491,1,9,0
53,2,48,555,1,10,1
53,2,49,507,1,9,0
53,2,49,558,1,10,1
53,2,51,571,5,5,0
53,2,50,560,5,6,1
53,2,51,563,2,11,0
53,2,51,522,2,12,1
53,2,52,503,0,3,0
53,2,51,528,0,4,1
53,2,51,525,4,1,0
53,2,51,540,4,2,1
53,2,52,802,3,7,0
53,2,52,845,3,8,1
53,2,50,555,1,9,0
53,2,50,609,1,10,1
53,2,53,503,0,3,0
53,2,52,472,0,4,1
53,2,52,555,2,11,0
53,2,52,537,2,12,1
53,2,52,541,4,1,0
53,2,52,1123,4,2,1
53,2,53,541,3,7,0
53,2,53,589,3,8,1
53,2,52,579,5,5,0
53,2,51,606,5,6,1
53,2,53,526,5,5,0
53,2,52,577,5,6,1
53,2,53,594,2,11,0
53,2,53,567,2,12,1
53,2,51,577,1,9,0
53,2,51,546,1,10,1
53,2,54,494,0,3,0
53,2,54,927,2,11,0
53,2,54,903,2,12,1
53,2,52,548,1,9,0
53,2,52,530,1,10,1
53,2,53,604,4,1,0
53,2,53,724,4,2,1
53,2,54,610,3,7,0
53,2,54,1649,3,8,1
53,2,55,596,0,3,0
53,2,53,928,0,4,1
53,2,54,854,5,5,0
53,2,53,828,5,6,1
53,2,53,569,1,9,0
53,2,53,796,1,10,1
53,2,54,1036,4,1,0
53,2,54,625,4,2,1
53,2,55,1192,2,11,0
53,2,55,534,2,12,1
53,2,55,852,3,7,0
53,2,55,862,3,8,1
53,2,56,551,0,3,0
53,2,54,608,0,4,1
53,2,55,580,5,5,0
53,2,54,890,5,6,1
53,2,54,522,1,9,0
53,2,54,538,1,10,1
53,2,56,551,5,5,0
53,2,55,1559,5,6,1
53,2,56,596,3,7,0
53,2,56,538,3,8,1
53,2,56,479,2,11,0
53,2,56,504,2,12,1
53,2,55,572,4,1,0
53,2,55,607,4,2,1
53,2,57,554,0,3,0
53,2,55,557,0,4,1
53,2,57,523,2,11,0
53,2,57,541,2,12,1
53,2,55,556,1,9,0
53,2,55,523,1,10,1
53,2,57,506,3,7,0
53,2,57,556,3,8,1
53,2,58,553,0,3,0
53,2,56,510,0,4,1
53,2,56,553,4,1,0
53,2,56,541,4,2,1
53,2,57,458,5,5,0
53,2,56,524,5,6,1
53,2,56,505,1,9,0
53,2,56,558,1,10,1
53,2,58,524,5,5,0
53,2,57,868,5,6,1
53,2,58,480,3,7,0
53,2,58,656,3,8,1
53,2,58,569,2,11,0
53,2,58,508,2,12,1
53,2,57,508,4,1,0
53,2,57,489,4,2,1
53,2,59,848,0,3,0
53,2,57,496,0,4,1
53,2,59,525,5,5,0
53,2,58,606,5,6,1
53,2,60,536,0,3,0
53,2,58,504,0,4,1
53,2,58,522,4,1,0
53,2,58,438,4,2,1
53,2,57,490,1,9,0
53,2,57,537,1,10,1
53,2,59,526,3,7,0
53,2,59,534,3,8,1
53,2,59,887,2,11,0
53,2,59,531,2,12,1
53,2,59,489,4,1,0
53,2,59,491,4,2,1
53,2,60,554,3,7,0
53,2,60,1318,3,8,1
53,2,60,456,5,5,0
53,2,59,555,5,6,1
53,2,60,537,2,11,0
53,2,60,523,2,12,1
53,2,58,457,1,9,0
53,2,58,491,1,10,1
53,2,61,556,0,3,0
53,2,59,605,0,4,1
53,2,62,491,0,3,0
53,2,60,505,0,4,1
53,2,59,869,1,9,0
53,2,59,564,1,10,1
53,2,61,814,5,5,0
53,2,60,894,5,6,1
53,2,61,924,3,7,0
53,2,61,916,3,8,1
53,2,60,814,4,1,0
53,2,60,810,4,2,1
53,2,61,1165,4,1,0
53,2,61,537,4,2,1
53,2,62,509,5,5,0
53,2,61,519,5,6,1
53,2,60,555,1,9,0
53,2,60,557,1,10,1
53,2,63,539,0,3,0
53,2,61,539,0,4,1
53,2,61,508,2,11,0
53,2,61,819,2,12,1
53,2,62,1315,3,7,0
53,2,62,522,3,8,1
53,2,63,1222,5,5,0
53,2,62,524,5,6,1
53,2,64,866,0,3,0
53,2,62,626,0,4,1
53,2,63,533,3,7,0
53,2,63,1487,3,8,1
53,2,61,1053,1,9,0
53,2,61,605,1,10,1
53,2,62,1555,4,1,0
53,2,62,587,4,2,1
53,2,62,853,2,11,0
53,2,62,881,2,12,1
53,2,64,618,3,7,0
53,2,64,572,3,8,1
53,2,63,519,2,11,0
53,2,63,529,2,12,1
53,2,63,573,4,1,0
53,2,63,552,4,2,1
53,2,65,591,0,3,0
53,2,63,588,0,4,1
53,2,64,535,5,5,0
53,2,63,540,5,6,1
53,2,62,561,1,9,0
53,2,62,547,1,10,1
53,2,65,541,5,5,0
53,2,64,577,5,6,1
53,2,64,479,2,11,0
53,2,64,488,2,12,1
53,2,63,821,1,9,0
53,2,63,1904,1,10,1
53,2,64,1445,4,1,0
53,2,64,924,4,2,1
53,2,65,579,3,7,0
53,2,65,457,3,8,1
53,2,66,504,0,3,0
53,2,64,800,0,4,1
53,2,67,481,0,3,0
53,2,65,419,0,4,1
53,2,64,508,1,9,0
53,2,64,538,1,10,1
53,2,66,906,5,5,0
53,2,65,538,5,6,1
53,2,66,533,3,7,0
53,2,66,825,3,8,1
53,2,65,517,4,1,0
53,2,65,449,4,2,1
53,2,65,1064,2,11,0
53,2,65,902,2,12,1
53,2,67,651,5,5,0
53,2,66,541,5,6,1
53,2,67,909,3,7,0
53,2,67,1032,3,8,1
53,2,66,595,4,1,0
53,2,66,487,4,2,1
53,2,68,548,0,3,0
53,2,66,509,0,4,1
53,2,66,502,2,11,0
53,2,66,508,2,12,1
53,2,65,456,1,9,0
53,2,65,492,1,10,1
53,2,66,824,1,9,0
53,2,66,546,1,10,1
53,2,68,576,3,7,0
53,2,68,560,3,8,1
53,2,68,540,5,5,0
53,2,67,505,5,6,1
53,2,67,620,2,11,0
53,2,67,636,2,12,1
53,2,67,724,4,1,0
53,2,67,623,4,2,1
53,2,69,557,0,3,0
53,2,67,485,0,4,1
53,2,69,607,5,5,0
53,2,68,554,5,6,1
53,2,67,455,1,9,0
53,2,67,469,1,10,1
53,2,68,506,2,11,0
53,2,68,572,2,12,1
53,2,68,788,4,1,0
53,2,68,748,4,2,1
53,2,69,1100,2,11,0
53,2,69,539,2,12,1
53,2,70,1124,5,5,0
53,2,69,503,5,6,1
53,2,70,557,0,3,0
53,2,68,469,0,4,1
53,2,69,505,4,1,0
53,2,69,475,4,2,1
53,2,69,588,3,7,0
53,2,69,569,3,8,1
53,2,68,524,1,9,0
53,2,68,523,1,10,1
53,2,70,525,4,1,0
53,2,70,492,4,2,1
53,2,70,798,3,7,0
53,2,70,513,3,8,1
53,2,71,486,5,5,0
53,2,70,487,5,6,1
53,2,69,528,1,9,0
53,2,69,631,1,10,1
53,2,70,620,2,11,0
53,2,70,607,2,12,1
53,2,71,472,0,3,0
53,2,69,473,0,4,1
53,2,72,603,5,5,0
53,2,71,474,5,6,1
53,2,70,602,1,9,0
53,2,70,557,1,10,1
53,2,71,523,3,7,0
53,2,71,538,3,8,1
53,2,71,1189,2,11,0
53,2,71,502,2,12,1
53,2,72,555,0,3,0
53,2,70,519,0,4,1
53,2,71,506,4,1,0
53,2,71,586,4,2,1
53,2,73,485,0,3,0
53,2,71,475,0,4,1
53,2,72,921,2,11,0
53,2,72,421,2,12,1
53,2,73,575,5,5,0
53,2,72,569,5,6,1
53,2,72,1567,4,1,0
53,2,72,603,4,2,1
53,2,72,554,3,7,0
53,2,72,1134,3,8,1
53,2,71,587,1,9,0
53,2,71,592,1,10,1
53,2,72,621,1,9,0
53,2,72,472,1,10,1
53,2,73,586,3,7,0
53,2,73,490,3,8,1
53,2,73,521,4,1,0
53,2,73,454,4,2,1
53,2,74,1355,0,3,0
53,2,72,569,0,4,1
53,2,73,503,2,11,0
53,2,73,573,2,12,1
53,2,74,536,5,5,0
53,2,73,507,5,6,1
53,2,75,901,5,5,0
53,2,74,489,5,6,1
53,2,74,553,3,7,0
53,2,74,537,3,8,1
53,2,73,487,1,9,0
53,2,73,524,1,10,1
53,2,75,570,0,3,0
53,2,73,590,0,4,1
53,2,74,469,4,1,0
53,2,74,542,4,2,1
53,2,74,503,2,11,0
53,2,74,619,2,12,1
53,2,75,599,2,11,0
53,2,75,620,2,12,1
53,2,75,600,3,7,0
53,2,75,1072,3,8,1
53,2,75,571,4,1,0
53,2,75,534,4,2,1
53,2,76,539,5,5,0
53,2,75,475,5,6,1
53,2,74,569,1,9,0
53,2,74,557,1,10,1
53,2,76,585,0,3,0
53,2,74,527,0,4,1
53,2,77,614,0,3,0
53,2,75,536,0,4,1
53,2,76,526,3,7,0
53,2,76,572,3,8,1
53,2,76,566,2,11,0
53,2,76,558,2,12,1
53,2,75,471,1,9,0
53,2,75,535,1,10,1
53,2,76,553,4,1,0
53,2,76,571,4,2,1
53,2,77,658,5,5,0
53,2,76,732,5,6,1
53,2,76,506,1,9,0
53,2,76,557,1,10,1
53,2,78,571,5,5,0
141,3,1,1249,5,1,0
141,3,1,1044,5,2,1
141,3,1,1012,3,3,0
141,3,1,1003,3,4,1
141,3,1,969,1,5,0
141,3,1,733,1,6,1
141,3,1,1027,6,7,0
141,3,1,1034,6,8,1
141,3,1,870,0,9,0
141,3,1,1024,0,10,1
141,3,1,1114,2,11,0
141,3,1,905,2,12,1
141,3,1,940,4,13,0
141,3,1,891,4,14,1
141,3,1,1018,7,15,0
141,3,1,940,7,16,1
141,3,2,1036,1,5,0
141,3,2,904,1,6,1
141,3,2,1099,4,13,0
141,3,2,964,4,14,1
141,3,2,852,3,3,0
141,3,2,906,3,4,1
141,3,2,1098,7,15,0
141,3,2,1051,7,16,1
141,3,2,1466,6,7,0
141,3,2,1259,6,8,1
141,3,2,939,0,9,0
141,3,2,954,0,10,1
141,3,2,990,5,1,0
141,3,2,903,5,2,1
141,3,2,1018,2,11,0
141,3,2,841,2,12,1
141,3,3,993,5,1,0
141,3,3,874,5,2,1
141,3,3,858,0,9,0
141,3,3,924,0,10,1
141,3,3,984,7,15,0
141,3,3,890,7,16,1
141,3,3,970,6,7,0
141,3,3,939,6,8,1
141,3,3,1019,3,3,0
141,3,3,1066,3,4,1
141,3,3,984,2,11,0
141,3,3,987,2,12,1
141,3,3,937,1,5,0
141,3,3,945,1,6,1
141,3,3,623,4,13,0
141,3,3,1092,4,14,1
141,3,4,624,4,13,0
141,3,4,1040,4,14,1
141,3,4,1051,6,7,0
141,3,4,984,6,8,1
141,3,4,952,2,11,0
141,3,4,860,2,12,1
141,3,4,922,5,1,0
141,3,4,989,5,2,1
141,3,4,970,1,5,0
141,3,4,934,1,6,1
141,3,4,576,0,9,0
141,3,4,978,0,10,1
141,3,4,892,3,3,0
141,3,4,951,3,4,1
141,3,4,1215,7,15,0
141,3,4,1833,7,16,1
141,3,5,1014,5,1,0
141,3,5,1035,5,2,1
141,3,5,1000,3,3,0
141,3,5,938,3,4,1
141,3,5,859,1,5,0
141,3,5,1067,1,6,1
141,3,5,1140,7,15,0
141,3,5,950,7,16,1
141,3,6,971,1,5,0
