subject_id,subject_condition,t,rt,pair_id,target_id,is_predictable
53,2,7,543,4,8,1
53,2,7,664,5,1,0
53,2,7,599,5,2,1
53,2,7,733,1,3,0
53,2,7,996,1,4,1
53,2,7,551,6,5,0
53,2,7,580,6,6,1
53,2,6,775,2,9,0
53,2,6,544,2,10,1
53,2,7,643,3,11,0
53,2,7,897,3,12,1
53,2,8,636,5,1,0
53,2,8,628,5,2,1
53,2,7,931,2,9,0
53,2,7,642,2,10,1
53,2,8,611,3,11,0
53,2,8,646,3,12,1
53,2,8,672,6,5,0
53,2,8,672,6,6,1
53,2,8,630,1,3,0
53,2,8,576,1,4,1
53,2,8,528,4,7,0
53,2,8,928,4,8,1
53,2,9,561,3,11,0
53,2,9,649,3,12,1
53,2,8,536,2,9,0
53,2,8,610,2,10,1
53,2,9,1040,1,3,0
53,2,9,1119,1,4,1
53,2,9,654,4,7,0
53,2,9,733,4,8,1
53,2,9,583,6,5,0
53,2,9,576,6,6,1
53,2,9,590,5,1,0
53,2,9,617,5,2,1
53,2,10,621,6,5,0
53,2,10,613,6,6,1
53,2,10,579,4,7,0
53,2,10,926,4,8,1
53,2,10,567,1,3,0
53,2,10,569,1,4,1
53,2,9,733,2,9,0
53,2,9,640,2,10,1
53,2,10,615,5,1,0
53,2,10,581,5,2,1
53,2,10,560,3,11,0
53,2,10,530,3,12,1
53,2,11,872,5,1,0
53,2,11,896,5,2,1
53,2,11,557,3,11,0
53,2,11,896,3,12,1
53,2,11,838,4,7,0
53,2,11,848,4,8,1
53,2,11,919,1,3,0
53,2,11,499,1,4,1
53,2,10,541,2,9,0
53,2,10,860,2,10,1
53,2,11,543,6,5,0
53,2,11,576,6,6,1
53,2,12,548,5,1,0
53,2,12,881,5,2,1
53,2,12,581,4,7,0
53,2,12,580,4,8,1
53,2,12,523,3,11,0
53,2,12,562,3,12,1
53,2,12,955,6,5,0
53,2,12,899,6,6,1
53,2,11,541,2,9,0
53,2,11,507,2,10,1
53,2,12,526,1,3,0
53,2,12,834,1,4,1
53,2,13,512,5,1,0
53,2,13,614,5,2,1
53,2,13,564,6,5,0
53,2,13,523,6,6,1
53,2,13,593,1,3,0
53,2,13,506,1,4,1
53,2,13,589,3,11,0
53,2,13,597,3,12,1
53,2,13,521,4,7,0
53,2,13,497,4,8,1
53,2,12,526,2,9,0
53,2,12,538,2,10,1
53,2,14,1309,5,1,0
53,2,14,523,5,2,1
53,2,14,562,4,7,0
53,2,14,599,4,8,1
53,2,14,567,3,11,0
53,2,14,929,3,12,1
53,2,14,553,6,5,0
53,2,14,547,6,6,1
53,2,14,624,1,3,0
53,2,15,1153,3,11,0
53,2,15,866,3,12,1
53,2,15,554,1,3,0
53,2,14,570,1,4,1
53,2,15,1494,4,7,0
53,2,15,577,4,8,1
53,2,15,610,6,5,0
53,2,15,625,6,6,1
53,2,15,521,5,1,0
53,2,15,613,5,2,1
53,2,13,993,2,9,0
53,2,13,540,2,10,1
53,2,16,576,5,1,0
53,2,16,626,5,2,1
53,2,16,626,6,5,0
53,2,16,695,6,6,1
53,2,16,608,3,11,0
53,2,16,581,3,12,1
53,2,16,622,4,7,0
53,2,16,613,4,8,1
53,2,16,561,1,3,0
53,2,15,618,1,4,1
53,2,14,546,2,9,0
53,2,14,622,2,10,1
53,2,15,531,2,9,0
53,2,15,527,2,10,1
53,2,17,659,4,7,0
53,2,17,649,4,8,1
53,2,17,583,1,3,0
53,2,16,630,1,4,1
53,2,17,561,6,5,0
53,2,17,608,6,6,1
53,2,17,624,3,11,0
53,2,17,510,3,12,1
53,2,17,594,5,1,0
53,2,17,541,5,2,1
53,2,18,609,5,1,0
53,2,18,693,5,2,1
53,2,18,653,3,11,0
53,2,18,649,3,12,1
53,2,18,577,1,3,0
53,2,17,693,1,4,1
53,2,16,638,2,9,0
53,2,16,586,2,10,1
53,2,18,536,6,5,0
53,2,18,578,6,6,1
53,2,18,564,4,7,0
53,2,18,588,4,8,1
53,2,17,1028,2,9,0
53,2,17,919,2,10,1
53,2,19,534,3,11,0
53,2,19,618,3,12,1
53,2,19,533,5,1,0
53,2,19,540,5,2,1
53,2,19,558,6,5,0
53,2,19,590,6,6,1
53,2,19,1624,1,3,0
53,2,18,642,1,4,1
53,2,19,1393,4,7,0
53,2,19,593,4,8,1
53,2,18,1496,2,9,0
53,2,18,1287,2,10,1
53,2,20,1211,5,1,0
53,2,20,607,5,2,1
53,2,20,637,3,11,0
53,2,20,609,3,12,1
53,2,20,711,1,3,0
53,2,19,1478,1,4,1
53,2,20,704,6,5,0
53,2,20,808,6,6,1
53,2,20,624,4,7,0
53,2,20,559,4,8,1
53,2,19,622,2,9,0
53,2,19,607,2,10,1
53,2,21,556,3,11,0
53,2,21,527,3,12,1
53,2,21,574,6,5,0
53,2,21,755,6,6,1
53,2,21,845,4,7,0
53,2,21,522,4,8,1
53,2,21,626,1,3,0
53,2,20,578,1,4,1
53,2,21,521,5,1,0
53,2,21,606,5,2,1
53,2,20,559,2,9,0
53,2,20,524,2,10,1
53,2,22,527,1,3,0
53,2,21,585,1,4,1
53,2,22,491,5,1,0
53,2,22,555,5,2,1
53,2,22,821,6,5,0
53,2,22,619,4,7,0
53,2,22,533,4,8,1
53,2,23,527,5,1,0
53,2,23,557,5,2,1
53,2,22,1579,3,11,0
53,2,22,569,3,12,1
53,2,23,854,1,3,0
53,2,22,580,1,4,1
53,2,23,527,6,5,0
53,2,22,540,6,6,1
53,2,21,577,2,9,0
53,2,21,450,2,10,1
53,2,24,492,1,3,0
53,2,23,509,1,4,1
53,2,23,574,3,11,0
53,2,23,557,3,12,1
53,2,24,510,5,1,0
53,2,24,559,5,2,1
53,2,22,475,2,9,0
53,2,22,493,2,10,1
53,2,24,525,6,5,0
53,2,23,557,6,6,1
53,2,23,527,4,7,0
53,2,23,552,4,8,1
53,2,25,607,5,1,0
53,2,25,509,5,2,1
53,2,25,626,6,5,0
53,2,24,920,6,6,1
53,2,23,596,2,9,0
53,2,23,575,2,10,1
53,2,25,553,1,3,0
53,2,24,493,1,4,1
53,2,24,590,4,7,0
53,2,24,510,4,8,1
53,2,24,508,3,11,0
53,2,24,487,3,12,1
53,2,25,558,3,11,0
53,2,25,578,3,12,1
53,2,26,592,1,3,0
53,2,25,475,1,4,1
53,2,26,591,6,5,0
53,2,25,595,6,6,1
53,2,24,490,2,9,0
53,2,24,437,2,10,1
53,2,25,547,4,7,0
53,2,25,520,4,8,1
53,2,26,561,5,1,0
53,2,26,521,5,2,1
53,2,27,1252,5,1,0
53,2,27,1066,5,2,1
53,2,26,625,3,11,0
53,2,26,919,3,12,1
53,2,26,568,4,7,0
53,2,26,567,4,8,1
53,2,25,560,2,9,0
53,2,25,569,2,10,1
53,2,27,555,6,5,0
53,2,26,522,6,6,1
53,2,27,541,1,3,0
53,2,26,491,1,4,1
53,2,28,655,1,3,0
53,2,27,541,1,4,1
53,2,28,507,5,1,0
53,2,28,840,5,2,1
53,2,27,580,4,7,0
53,2,27,624,4,8,1
53,2,27,489,3,11,0
53,2,27,558,3,12,1
53,2,26,513,2,9,0
53,2,26,917,2,10,1
53,2,28,532,6,5,0
53,2,27,571,6,6,1
53,2,28,632,3,11,0
53,2,28,585,3,12,1
53,2,29,522,5,1,0
53,2,29,643,5,2,1
53,2,29,587,1,3,0
53,2,28,593,1,4,1
53,2,28,607,4,7,0
53,2,28,628,4,8,1
53,2,29,637,6,5,0
53,2,28,622,6,6,1
53,2,27,571,2,9,0
53,2,27,524,2,10,1
53,2,29,607,4,7,0
53,2,29,511,4,8,1
53,2,28,573,2,9,0
53,2,28,606,2,10,1
53,2,30,662,6,5,0
53,2,29,604,6,6,1
53,2,30,1688,1,3,0
53,2,29,542,1,4,1
53,2,30,529,5,1,0
53,2,30,787,5,2,1
53,2,29,678,3,11,0
53,2,29,623,3,12,1
53,2,30,573,4,7,0
53,2,30,560,4,8,1
53,2,31,774,4,7,0
53,2,31,529,4,8,1
53,2,31,556,6,5,0
53,2,30,492,6,6,1
53,2,31,525,5,1,0
53,2,31,786,5,2,1
53,2,31,499,1,3,0
53,2,30,492,1,4,1
53,2,29,560,2,9,0
53,2,29,490,2,10,1
53,2,30,607,3,11,0
53,2,30,539,3,12,1
53,2,32,569,5,1,0
53,2,32,507,5,2,1
53,2,32,522,4,7,0
53,2,32,473,4,8,1
53,2,31,510,3,11,0
53,2,31,538,3,12,1
53,2,30,491,2,9,0
53,2,30,459,2,10,1
53,2,32,490,1,3,0
53,2,31,507,1,4,1
53,2,32,968,6,5,0
53,2,31,532,6,6,1
53,2,31,522,2,9,0
53,2,31,540,2,10,1
53,2,33,494,5,1,0
53,2,33,536,5,2,1
53,2,33,556,4,7,0
53,2,33,579,4,8,1
53,2,33,521,1,3,0
53,2,32,492,1,4,1
53,2,33,883,6,5,0
53,2,32,683,6,6,1
53,2,32,570,3,11,0
53,2,32,591,3,12,1
53,2,34,555,1,3,0
53,2,33,521,1,4,1
53,2,33,493,3,11,0
53,2,33,556,3,12,1
53,2,32,492,2,9,0
53,2,32,538,2,10,1
53,2,34,578,5,1,0
53,2,34,515,5,2,1
53,2,34,549,4,7,0
53,2,34,542,4,8,1
53,2,34,540,6,5,0
53,2,33,537,6,6,1
53,2,33,609,2,9,0
53,2,33,672,2,10,1
53,2,35,588,4,7,0
53,2,35,577,4,8,1
53,2,35,554,5,1,0
53,2,35,559,5,2,1
53,2,34,521,3,11,0
53,2,34,606,3,12,1
53,2,35,690,6,5,0
53,2,34,570,6,6,1
53,2,35,476,1,3,0
53,2,34,506,1,4,1
53,2,36,591,6,5,0
53,2,35,587,6,6,1
53,2,34,1573,2,9,0
53,2,34,547,2,10,1
53,2,36,949,1,3,0
53,2,35,531,1,4,1
53,2,35,523,3,11,0
53,2,35,541,3,12,1
53,2,36,557,4,7,0
53,2,36,539,4,8,1
53,2,36,523,5,1,0
53,2,36,507,5,2,1
53,2,37,608,5,1,0
53,2,37,486,5,2,1
53,2,37,523,1,3,0
53,2,36,507,1,4,1
53,2,37,622,6,5,0
53,2,36,455,6,6,1
53,2,36,490,3,11,0
53,2,36,456,3,12,1
53,2,37,456,4,7,0
53,2,37,477,4,8,1
53,2,35,571,2,9,0
53,2,35,575,2,10,1
53,2,38,512,6,5,0
53,2,37,518,6,6,1
53,2,36,472,2,9,0
53,2,36,488,2,10,1
53,2,37,557,3,11,0
53,2,37,687,3,12,1
53,2,38,1259,5,1,0
53,2,38,538,5,2,1
53,2,38,524,1,3,0
53,2,37,527,1,4,1
53,2,38,642,4,7,0
53,2,38,538,4,8,1
53,2,39,588,4,7,0
53,2,39,572,4,8,1
53,2,39,610,1,3,0
53,2,38,523,1,4,1
53,2,38,605,3,11,0
53,2,38,590,3,12,1
53,2,39,623,5,1,0
53,2,39,501,5,2,1
53,2,39,574,3,11,0
53,2,39,1287,3,12,1
53,2,40,564,4,7,0
53,2,40,1369,4,8,1
53,2,39,561,6,5,0
53,2,38,1338,6,6,1
53,2,37,1881,2,9,0
53,2,37,801,2,10,1
53,2,40,860,1,3,0
53,2,39,792,1,4,1
53,2,40,809,5,1,0
53,2,40,743,5,2,1
53,2,41,2509,1,3,0
53,2,40,1445,1,4,1
53,2,41,528,4,7,0
53,2,41,493,4,8,1
53,2,40,1261,3,11,0
53,2,40,1367,3,12,1
53,2,38,1002,2,9,0
53,2,38,529,2,10,1
53,2,40,828,6,5,0
53,2,39,438,6,6,1
53,2,41,802,3,11,0
53,2,41,547,3,12,1
53,2,41,770,5,1,0
53,2,41,986,5,2,1
53,2,39,1739,2,9,0
53,2,39,557,2,10,1
53,2,42,1130,1,3,0
53,2,41,490,1,4,1
53,2,42,488,4,7,0
53,2,42,489,4,8,1
53,2,41,592,6,5,0
53,2,40,539,6,6,1
53,2,42,527,6,5,0
53,2,41,521,6,6,1
53,2,42,1290,3,11,0
53,2,42,485,3,12,1
53,2,42,574,5,1,0
53,2,42,886,5,2,1
53,2,40,563,2,9,0
53,2,40,490,2,10,1
53,2,43,463,4,7,0
53,2,43,1359,4,8,1
53,2,43,564,1,3,0
53,2,42,544,1,4,1
53,2,44,566,1,3,0
53,2,43,549,1,4,1
53,2,44,609,4,7,0
53,2,44,558,4,8,1
53,2,43,605,5,1,0
53,2,43,556,5,2,1
53,2,41,559,2,9,0
53,2,41,593,2,10,1
53,2,43,688,3,11,0
53,2,43,620,3,12,1
53,2,43,522,6,5,0
53,2,42,559,6,6,1
53,2,45,1240,1,3,0
53,2,44,656,1,4,1
53,2,44,588,6,5,0
53,2,43,1072,6,6,1
53,2,45,544,4,7,0
53,2,45,503,4,8,1
53,2,44,585,3,11,0
53,2,44,597,3,12,1
53,2,42,487,2,9,0
53,2,42,561,2,10,1
53,2,44,509,5,1,0
53,2,44,562,5,2,1
53,2,46,478,4,7,0
53,2,46,1356,4,8,1
53,2,45,595,6,5,0
53,2,44,585,6,6,1
53,2,43,489,2,9,0
53,2,43,499,2,10,1
53,2,46,1052,1,3,0
53,2,45,573,1,4,1
53,2,45,592,5,1,0
53,2,45,1478,5,2,1
53,2,45,574,3,11,0
53,2,45,582,3,12,1
53,2,44,979,2,9,0
53,2,44,912,2,10,1
53,2,46,2221,5,1,0
53,2,46,878,5,2,1
53,2,46,523,3,11,0
53,2,46,886,3,12,1
53,2,46,910,6,5,0
53,2,45,549,6,6,1
53,2,47,904,4,7,0
53,2,47,855,4,8,1
53,2,47,675,1,3,0
53,2,46,548,1,4,1
53,2,47,531,6,5,0
53,2,46,621,6,6,1
53,2,47,1008,5,1,0
53,2,47,835,5,2,1
53,2,48,646,1,3,0
53,2,47,609,1,4,1
53,2,45,572,2,9,0
53,2,45,587,2,10,1
53,2,47,996,3,11,0
53,2,47,884,3,12,1
53,2,48,608,4,7,0
53,2,48,529,4,8,1
53,2,49,605,4,7,0
53,2,49,596,4,8,1
53,2,48,591,3,11,0
53,2,48,585,3,12,1
53,2,48,522,5,1,0
53,2,48,572,5,2,1
53,2,46,604,2,9,0
53,2,46,610,2,10,1
53,2,48,579,6,5,0
53,2,47,544,6,6,1
53,2,49,585,1,3,0
53,2,48,609,1,4,1
53,2,49,658,6,5,0
53,2,48,590,6,6,1
53,2,47,678,2,9,0
53,2,47,2190,2,10,1
53,2,50,2978,1,3,0
53,2,49,555,1,4,1
53,2,49,581,5,1,0
53,2,49,591,5,2,1
53,2,50,665,4,7,0
53,2,50,562,4,8,1
53,2,49,564,3,11,0
53,2,49,603,3,12,1
53,2,51,540,4,7,0
53,2,51,521,4,8,1
53,2,50,488,5,1,0
53,2,50,529,5,2,1
53,2,50,554,3,11,0
53,2,50,505,3,12,1
53,2,51,864,1,3,0
53,2,50,455,1,4,1
53,2,50,520,6,5,0
53,2,49,558,6,6,1
53,2,48,491,2,9,0
53,2,48,555,2,10,1
53,2,49,507,2,9,0
53,2,49,558,2,10,1
53,2,51,571,6,5,0
53,2,50,560,6,6,1
53,2,51,563,3,11,0
53,2,51,522,3,12,1
53,2,52,503,1,3,0
53,2,51,528,1,4,1
53,2,51,525,5,1,0
53,2,51,540,5,2,1
53,2,52,802,4,7,0
53,2,52,845,4,8,1
53,2,50,555,2,9,0
53,2,50,609,2,10,1
53,2,53,503,1,3,0
53,2,52,472,1,4,1
53,2,52,555,3,11,0
53,2,52,537,3,12,1
53,2,52,541,5,1,0
53,2,52,1123,5,2,1
53,2,53,541,4,7,0
53,2,53,589,4,8,1
53,2,52,579,6,5,0
53,2,51,606,6,6,1
53,2,53,526,6,5,0
53,2,52,577,6,6,1
53,2,53,594,3,11,0
53,2,53,567,3,12,1
53,2,51,577,2,9,0
53,2,51,546,2,10,1
53,2,54,494,1,3,0
53,2,54,927,3,11,0
53,2,54,903,3,12,1
53,2,52,548,2,9,0
53,2,52,530,2,10,1
53,2,53,604,5,1,0
53,2,53,724,5,2,1
53,2,54,610,4,7,0
53,2,54,1649,4,8,1
53,2,55,596,1,3,0
53,2,53,928,1,4,1
53,2,54,854,6,5,0
53,2,53,828,6,6,1
53,2,53,569,2,9,0
53,2,53,796,2,10,1
53,2,54,1036,5,1,0
53,2,54,625,5,2,1
53,2,55,1192,3,11,0
53,2,55,534,3,12,1
53,2,55,852,4,7,0
53,2,55,862,4,8,1
53,2,56,551,1,3,0
53,2,54,608,1,4,1
53,2,55,580,6,5,0
53,2,54,890,6,6,1
53,2,54,522,2,9,0
53,2,54,538,2,10,1
53,2,56,551,6,5,0
53,2,55,1559,6,6,1
53,2,56,596,4,7,0
53,2,56,538,4,8,1
53,2,56,479,3,11,0
53,2,56,504,3,12,1
53,2,55,572,5,1,0
53,2,55,607,5,2,1
53,2,57,554,1,3,0
53,2,55,557,1,4,1
53,2,57,523,3,11,0
53,2,57,541,3,12,1
53,2,55,556,2,9,0
53,2,55,523,2,10,1
53,2,57,506,4,7,0
53,2,57,556,4,8,1
53,2,58,553,1,3,0
53,2,56,510,1,4,1
53,2,56,553,5,1,0
53,2,56,541,5,2,1
53,2,57,458,6,5,0
53,2,56,524,6,6,1
53,2,56,505,2,9,0
53,2,56,558,2,10,1
53,2,58,524,6,5,0
53,2,57,868,6,6,1
53,2,58,480,4,7,0
53,2,58,656,4,8,1
53,2,58,569,3,11,0
53,2,58,508,3,12,1
53,2,57,508,5,1,0
53,2,57,489,5,2,1
53,2,59,848,1,3,0
53,2,57,496,1,4,1
53,2,59,525,6,5,0
53,2,58,606,6,6,1
53,2,60,536,1,3,0
53,2,58,504,1,4,1
53,2,58,522,5,1,0
53,2,58,438,5,2,1
53,2,57,490,2,9,0
53,2,57,537,2,10,1
53,2,59,526,4,7,0
53,2,59,534,4,8,1
53,2,59,887,3,11,0
53,2,59,531,3,12,1
53,2,59,489,5,1,0
53,2,59,491,5,2,1
53,2,60,554,4,7,0
53,2,60,1318,4,8,1
53,2,60,456,6,5,0
53,2,59,555,6,6,1
53,2,60,537,3,11,0
53,2,60,523,3,12,1
53,2,58,457,2,9,0
53,2,58,491,2,10,1
53,2,61,556,1,3,0
53,2,59,605,1,4,1
53,2,62,491,1,3,0
53,2,60,505,1,4,1
53,2,59,869,2,9,0
53,2,59,564,2,10,1
53,2,61,814,6,5,0
53,2,60,894,6,6,1
53,2,61,924,4,7,0
53,2,61,916,4,8,1
53,2,60,814,5,1,0
53,2,60,810,5,2,1
53,2,61,1165,5,1,0
53,2,61,537,5,2,1
53,2,62,509,6,5,0
53,2,61,519,6,6,1
53,2,60,555,2,9,0
53,2,60,557,2,10,1
53,2,63,539,1,3,0
53,2,61,539,1,4,1
53,2,61,508,3,11,0
53,2,61,819,3,12,1
53,2,62,1315,4,7,0
53,2,62,522,4,8,1
53,2,63,1222,6,5,0
53,2,62,524,6,6,1
53,2,64,866,1,3,0
53,2,62,626,1,4,1
53,2,63,533,4,7,0
53,2,63,1487,4,8,1
53,2,61,1053,2,9,0
53,2,61,605,2,10,1
53,2,62,1555,5,1,0
53,2,62,587,5,2,1
53,2,62,853,3,11,0
53,2,62,881,3,12,1
53,2,64,618,4,7,0
53,2,64,572,4,8,1
53,2,63,519,3,11,0
53,2,63,529,3,12,1
53,2,63,573,5,1,0
53,2,63,552,5,2,1
53,2,65,591,1,3,0
53,2,63,588,1,4,1
53,2,64,535,6,5,0
53,2,63,540,6,6,1
53,2,62,561,2,9,0
53,2,62,547,2,10,1
53,2,65,541,6,5,0
53,2,64,577,6,6,1
53,2,64,479,3,11,0
53,2,64,488,3,12,1
53,2,63,821,2,9,0
53,2,63,1904,2,10,1
53,2,64,1445,5,1,0
53,2,64,924,5,2,1
53,2,65,579,4,7,0
53,2,65,457,4,8,1
53,2,66,504,1,3,0
53,2,64,800,1,4,1
53,2,67,481,1,3,0
53,2,65,419,1,4,1
53,2,64,508,2,9,0
53,2,64,538,2,10,1
53,2,66,906,6,5,0
53,2,65,538,6,6,1
53,2,66,533,4,7,0
53,2,66,825,4,8,1
53,2,65,517,5,1,0
53,2,65,449,5,2,1
53,2,65,1064,3,11,0
53,2,65,902,3,12,1
53,2,67,651,6,5,0
53,2,66,541,6,6,1
53,2,67,909,4,7,0
53,2,67,1032,4,8,1
53,2,66,595,5,1,0
53,2,66,487,5,2,1
53,2,68,548,1,3,0
53,2,66,509,1,4,1
53,2,66,502,3,11,0
53,2,66,508,3,12,1
53,2,65,456,2,9,0
53,2,65,492,2,10,1
53,2,66,824,2,9,0
53,2,66,546,2,10,1
53,2,68,576,4,7,0
53,2,68,560,4,8,1
53,2,68,540,6,5,0
53,2,67,505,6,6,1
53,2,67,620,3,11,0
53,2,67,636,3,12,1
53,2,67,724,5,1,0
53,2,67,623,5,2,1
53,2,69,557,1,3,0
53,2,67,485,1,4,1
53,2,69,607,6,5,0
53,2,68,554,6,6,1
53,2,67,455,2,9,0
53,2,67,469,2,10,1
53,2,68,506,3,11,0
53,2,68,572,3,12,1
53,2,68,788,5,1,0
53,2,68,748,5,2,1
53,2,69,1100,3,11,0
53,2,69,539,3,12,1
53,2,70,1124,6,5,0
53,2,69,503,6,6,1
53,2,70,557,1,3,0
53,2,68,469,1,4,1
53,2,69,505,5,1,0
53,2,69,475,5,2,1
53,2,69,588,4,7,0
53,2,69,569,4,8,1
53,2,68,524,2,9,0
53,2,68,523,2,10,1
53,2,70,525,5,1,0
53,2,70,492,5,2,1
53,2,70,798,4,7,0
53,2,70,513,4,8,1
53,2,71,486,6,5,0
53,2,70,487,6,6,1
53,2,69,528,2,9,0
53,2,69,631,2,10,1
53,2,70,620,3,11,0
53,2,70,607,3,12,1
53,2,71,472,1,3,0
53,2,69,473,1,4,1
53,2,72,603,6,5,0
53,2,71,474,6,6,1
53,2,70,602,2,9,0
53,2,70,557,2,10,1
53,2,71,523,4,7,0
53,2,71,538,4,8,1
53,2,71,1189,3,11,0
53,2,71,502,3,12,1
53,2,72,555,1,3,0
53,2,70,519,1,4,1
53,2,71,506,5,1,0
53,2,71,586,5,2,1
53,2,73,485,1,3,0
53,2,71,475,1,4,1
53,2,72,921,3,11,0
53,2,72,421,3,12,1
53,2,73,575,6,5,0
53,2,72,569,6,6,1
53,2,72,1567,5,1,0
53,2,72,603,5,2,1
53,2,72,554,4,7,0
53,2,72,1134,4,8,1
53,2,71,587,2,9,0
53,2,71,592,2,10,1
53,2,72,621,2,9,0
53,2,72,472,2,10,1
53,2,73,586,4,7,0
53,2,73,490,4,8,1
53,2,73,521,5,1,0
53,2,73,454,5,2,1
53,2,74,1355,1,3,0
53,2,72,569,1,4,1
53,2,73,503,3,11,0
53,2,73,573,3,12,1
53,2,74,536,6,5,0
53,2,73,507,6,6,1
53,2,75,901,6,5,0
53,2,74,489,6,6,1
53,2,74,553,4,7,0
53,2,74,537,4,8,1
53,2,73,487,2,9,0
53,2,73,524,2,10,1
53,2,75,570,1,3,0
53,2,73,590,1,4,1
53,2,74,469,5,1,0
53,2,74,542,5,2,1
53,2,74,503,3,11,0
53,2,74,619,3,12,1
53,2,75,599,3,11,0
53,2,75,620,3,12,1
53,2,75,600,4,7,0
53,2,75,1072,4,8,1
53,2,75,571,5,1,0
53,2,75,534,5,2,1
53,2,76,539,6,5,0
53,2,75,475,6,6,1
53,2,74,569,2,9,0
53,2,74,557,2,10,1
53,2,76,585,1,3,0
53,2,74,527,1,4,1
53,2,77,614,1,3,0
53,2,75,536,1,4,1
53,2,76,526,4,7,0
53,2,76,572,4,8,1
53,2,76,566,3,11,0
53,2,76,558,3,12,1
53,2,75,471,2,9,0
53,2,75,535,2,10,1
53,2,76,553,5,1,0
53,2,76,571,5,2,1
53,2,77,658,6,5,0
53,2,76,732,6,6,1
53,2,76,506,2,9,0
53,2,76,557,2,10,1
53,2,78,571,6,5,0
141,3,1,1249,6,1,0
141,3,1,1044,6,2,1
141,3,1,1012,4,3,0
141,3,1,1003,4,4,1
141,3,1,969,2,5,0
141,3,1,733,2,6,1
141,3,1,1027,7,7,0
141,3,1,1034,7,8,1
141,3,1,870,1,9,0
141,3,1,1024,1,10,1
141,3,1,1114,3,11,0
141,3,1,905,3,12,1
141,3,1,940,5,13,0
141,3,1,891,5,14,1
141,3,1,1018,8,15,0
141,3,1,940,8,16,1
141,3,2,1036,2,5,0
141,3,2,904,2,6,1
141,3,2,1099,5,13,0
141,3,2,964,5,14,1
141,3,2,852,4,3,0
141,3,2,906,4,4,1
141,3,2,1098,8,15,0
141,3,2,1051,8,16,1
141,3,2,1466,7,7,0
141,3,2,1259,7,8,1
141,3,2,939,1,9,0
141,3,2,954,1,10,1
141,3,2,990,6,1,0
141,3,2,903,6,2,1
141,3,2,1018,3,11,0
141,3,2,841,3,12,1
141,3,3,993,6,1,0
141,3,3,874,6,2,1
141,3,3,858,1,9,0
141,3,3,924,1,10,1
141,3,3,984,8,15,0
141,3,3,890,8,16,1
141,3,3,970,7,7,0
141,3,3,939,7,8,1
141,3,3,1019,4,3,0
141,3,3,1066,4,4,1
141,3,3,984,3,11,0
141,3,3,987,3,12,1
141,3,3,937,2,5,0
141,3,3,945,2,6,1
141,3,3,623,5,13,0
141,3,3,1092,5,14,1
141,3,4,624,5,13,0
141,3,4,1040,5,14,1
141,3,4,1051,7,7,0
141,3,4,984,7,8,1
141,3,4,952,3,11,0
141,3,4,860,3,12,1
141,3,4,922,6,1,0
141,3,4,989,6,2,1
141,3,4,970,2,5,0
141,3,4,934,2,6,1
141,3,4,576,1,9,0
141,3,4,978,1,10,1
141,3,4,892,4,3,0
141,3,4,951,4,4,1
141,3,4,1215,8,15,0
141,3,4,1833,8,16,1
141,3,5,1014,6,1,0
141,3,5,1035,6,2,1
141,3,5,1e3,4,3,0
141,3,5,938,4,4,1
141,3,5,859,2,5,0
141,3,5,1067,2,6,1
141,3,5,1140,8,15,0
141,3,5,950,8,16,1
141,3,6,971,2,5,0
